,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1,0.951056516,0.809016994,0.587785252,0.309016994,6.12E-17,-0.309016994,-0.587785252,-0.809016994,-0.951056516,-1,-0.951056516,-0.809016994,-0.587785252,-0.309016994,-1.84E-16,0.309016994,0.587785252,0.809016994,0.951056516,1
1,1,0.951056516,0.809016994,0.587785252,0.309016994,6.12E-17,-0.309016994,-0.587785252,-0.809016994,-0.951056516,-1,-0.951056516,-0.809016994,-0.587785252,-0.309016994,-1.84E-16,0.309016994,0.587785252,0.809016994,0.951056516,1
2,0,0.309016994,0.587785252,0.809016994,0.951056516,1,0.951056516,0.809016994,0.587785252,0.309016994,1.22E-16,-0.309016994,-0.587785252,-0.809016994,-0.951056516,-1,-0.951056516,-0.809016994,-0.587785252,-0.309016994,0
3,0,0.309016994,0.587785252,0.809016994,0.951056516,1,0.951056516,0.809016994,0.587785252,0.309016994,1.22E-16,-0.309016994,-0.587785252,-0.809016994,-0.951056516,-1,-0.951056516,-0.809016994,-0.587785252,-0.309016994,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
